"id";"gravity";"acceleration";"rotation";"attitude";"fallenDown";"date";"studentId"
327;"grav_x: 0.15, grav_y: 0.35, grav_z: -0.92";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: 0.02, rota_y: 0.07, rota_z: 0.04";"atti_roll: 0.2, atti_pitch: -0.4, atti_yaw: 0.2";0;"2020-05-11 16:11:32";"studentOF5I8H"
328;"grav_x: 0.16, grav_y: 0.33, grav_z: -0.93";"acc_x: 0.00, acc_y: -0.01, acc_z: 0.00";"rota_x: -0.11, rota_y: -0.02, rota_z: -0.08";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:33";"studentVQQAAy"
329;"grav_x: 0.15, grav_y: 0.33, grav_z: -0.93";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.01, rota_y: -0.02, rota_z: -0.01";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:33";"studentqdEvpo"
330;"grav_x: 0.15, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.01, acc_y: 0.03, acc_z: -0.01";"rota_x: 0.02, rota_y: 0.04, rota_z: -0.01";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:34";"student3VGqHL"
331;"grav_x: 0.15, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.00, acc_y: 0.02, acc_z: -0.04";"rota_x: 0.10, rota_y: 0.05, rota_z: -0.03";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:34";"studenth5WqoS"
332;"grav_x: 0.15, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: -0.01, rota_z: 0.00";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:35";"student9TG4KL"
333;"grav_x: 0.15, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:35";"studentHIX2tP"
334;"grav_x: 0.16, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.04";"rota_x: 0.08, rota_y: 0.08, rota_z: -0.03";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:36";"studentxpkrH5"
335;"grav_x: 0.16, grav_y: 0.33, grav_z: -0.93";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.02, rota_y: 0.01, rota_z: -0.01";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:36";"studentv8LbX6"
336;"grav_x: 0.16, grav_y: 0.34, grav_z: -0.93";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:37";"studentTX1Dya"
337;"grav_x: 0.16, grav_y: 0.34, grav_z: -0.93";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.00, rota_y: -0.01, rota_z: 0.01";"atti_roll: 0.2, atti_pitch: -0.3, atti_yaw: 0.3";0;"2020-05-11 16:11:37";"studentcaoMiN"
338;"grav_x: 0.16, grav_y: 0.35, grav_z: -0.92";"acc_x: -0.04, acc_y: -0.01, acc_z: -0.02";"rota_x: -0.03, rota_y: 0.01, rota_z: -0.03";"atti_roll: 0.2, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 16:11:38";"studentqvR2Av"
339;"grav_x: 0.12, grav_y: 0.37, grav_z: -0.92";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.05, rota_y: 0.00, rota_z: -0.07";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 16:11:38";"studentvo8nhI"
340;"grav_x: 0.12, grav_y: 0.38, grav_z: -0.92";"acc_x: -0.00, acc_y: 0.01, acc_z: -0.01";"rota_x: -0.00, rota_y: 0.02, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: 0.2";0;"2020-05-11 16:11:39";"studentQuBdPy"
341;"grav_x: 0.13, grav_y: 0.39, grav_z: -0.91";"acc_x: -0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.00, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 16:11:39";"studentq7710P"
342;"grav_x: 0.12, grav_y: 0.39, grav_z: -0.91";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.02, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 16:11:40";"studentGWa7Bm"
343;"grav_x: 0.11, grav_y: 0.41, grav_z: -0.91";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.04, rota_y: -0.07, rota_z: 0.06";"atti_roll: 0.1, atti_pitch: -0.4, atti_yaw: 0.3";0;"2020-05-11 16:11:40";"student2Tp7DM"
344;"grav_x: -0.17, grav_y: 0.52, grav_z: -0.84";"acc_x: 0.10, acc_y: 0.19, acc_z: -0.35";"rota_x: -1.43, rota_y: -1.98, rota_z: -0.57";"atti_roll: -0.2, atti_pitch: -0.5, atti_yaw: 0.3";1;"2020-05-11 16:11:41";"studentq3rSq7"
345;"grav_x: -0.66, grav_y: -0.72, grav_z: -0.18";"acc_x: 0.29, acc_y: 0.06, acc_z: -0.03";"rota_x: 1.09, rota_y: -0.20, rota_z: -0.91";"atti_roll: -1.3, atti_pitch: 0.8, atti_yaw: -0.1";0;"2020-05-11 16:11:41";"studentc9pNXo"
346;"grav_x: -0.45, grav_y: -0.89, grav_z: 0.10";"acc_x: 0.14, acc_y: 0.06, acc_z: -0.04";"rota_x: -1.03, rota_y: -0.26, rota_z: -0.42";"atti_roll: -1.8, atti_pitch: 1.1, atti_yaw: 2.2";0;"2020-05-11 16:11:42";"studentNMUMY2"
347;"grav_x: -0.44, grav_y: -0.89, grav_z: 0.14";"acc_x: 0.05, acc_y: -0.07, acc_z: -0.09";"rota_x: 0.36, rota_y: -0.27, rota_z: -0.08";"atti_roll: -1.9, atti_pitch: 1.1, atti_yaw: 2.2";0;"2020-05-11 16:11:42";"studentRVbUCT"
348;"grav_x: -0.49, grav_y: -0.87, grav_z: 0.07";"acc_x: 0.03, acc_y: 0.07, acc_z: -0.08";"rota_x: -0.84, rota_y: 0.01, rota_z: 0.24";"atti_roll: -1.7, atti_pitch: 1.1, atti_yaw: 2.0";0;"2020-05-11 16:11:43";"studentFgFsbY"
349;"grav_x: -0.55, grav_y: -0.83, grav_z: -0.08";"acc_x: 0.13, acc_y: 0.02, acc_z: 0.02";"rota_x: -1.23, rota_y: -0.24, rota_z: 0.32";"atti_roll: -1.4, atti_pitch: 1.0, atti_yaw: 1.6";0;"2020-05-11 16:11:43";"studentcjkj0W"
350;"grav_x: -0.13, grav_y: -0.58, grav_z: -0.80";"acc_x: -0.09, acc_y: 0.09, acc_z: -0.11";"rota_x: 2.86, rota_y: 1.94, rota_z: 0.47";"atti_roll: -0.2, atti_pitch: 0.6, atti_yaw: 0.1";0;"2020-05-11 16:11:48";"student6Fwgq7"
351;"grav_x: -0.13, grav_y: -0.85, grav_z: -0.52";"acc_x: -0.00, acc_y: 0.08, acc_z: -0.02";"rota_x: -0.28, rota_y: 0.58, rota_z: 0.43";"atti_roll: -0.2, atti_pitch: 1.0, atti_yaw: 0.8";0;"2020-05-11 16:11:48";"studentSRvvoB"
352;"grav_x: -0.14, grav_y: -0.78, grav_z: -0.61";"acc_x: -0.02, acc_y: 0.02, acc_z: -0.04";"rota_x: -0.07, rota_y: 0.23, rota_z: 0.11";"atti_roll: -0.2, atti_pitch: 0.9, atti_yaw: 1.0";0;"2020-05-11 16:11:49";"studentiTCwRi"
353;"grav_x: -0.12, grav_y: -0.76, grav_z: -0.64";"acc_x: 0.02, acc_y: -0.02, acc_z: -0.02";"rota_x: 0.01, rota_y: 0.13, rota_z: 0.05";"atti_roll: -0.2, atti_pitch: 0.9, atti_yaw: 1.0";0;"2020-05-11 16:11:49";"studentmsCQMv"
354;"grav_x: -0.11, grav_y: -0.75, grav_z: -0.66";"acc_x: 0.01, acc_y: 0.02, acc_z: -0.01";"rota_x: -0.03, rota_y: 0.03, rota_z: 0.11";"atti_roll: -0.2, atti_pitch: 0.8, atti_yaw: 1.0";0;"2020-05-11 16:11:50";"studentJSVdrx"
355;"grav_x: -0.14, grav_y: -0.72, grav_z: -0.67";"acc_x: -0.01, acc_y: 0.02, acc_z: -0.02";"rota_x: -0.04, rota_y: -0.09, rota_z: 0.06";"atti_roll: -0.2, atti_pitch: 0.8, atti_yaw: 1.0";0;"2020-05-11 16:11:50";"studentbtik06"
356;"grav_x: -0.19, grav_y: -0.73, grav_z: -0.65";"acc_x: 0.10, acc_y: 0.10, acc_z: 0.06";"rota_x: -0.66, rota_y: -1.04, rota_z: -0.84";"atti_roll: -0.3, atti_pitch: 0.8, atti_yaw: 0.9";0;"2020-05-11 16:11:51";"student2Pkk7b"
357;"grav_x: -0.72, grav_y: -0.31, grav_z: -0.62";"acc_x: 0.19, acc_y: -0.27, acc_z: 0.22";"rota_x: 1.26, rota_y: 0.83, rota_z: -3.18";"atti_roll: -0.9, atti_pitch: 0.3, atti_yaw: -0.9";0;"2020-05-11 16:11:51";"studentAhqcvT"
358;"grav_x: -0.64, grav_y: 0.01, grav_z: -0.77";"acc_x: -0.02, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.06, rota_y: -0.08, rota_z: -0.05";"atti_roll: -0.7, atti_pitch: -0.0, atti_yaw: -0.0";1;"2020-05-11 16:11:54";"students5gBcv"
359;"grav_x: -0.64, grav_y: -0.00, grav_z: -0.77";"acc_x: -0.00, acc_y: -0.01, acc_z: 0.01";"rota_x: -0.03, rota_y: 0.02, rota_z: -0.04";"atti_roll: -0.7, atti_pitch: 0.0, atti_yaw: -0.0";0;"2020-05-11 16:11:55";"student1HcFUG"
360;"grav_x: -0.65, grav_y: 0.00, grav_z: -0.76";"acc_x: -0.01, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.01, rota_y: -0.03, rota_z: 0.00";"atti_roll: -0.7, atti_pitch: -0.0, atti_yaw: -0.0";0;"2020-05-11 16:11:55";"studentiE7kly"
361;"grav_x: -0.65, grav_y: 0.01, grav_z: -0.76";"acc_x: -0.00, acc_y: 0.01, acc_z: 0.00";"rota_x: -0.01, rota_y: 0.00, rota_z: -0.01";"atti_roll: -0.7, atti_pitch: -0.0, atti_yaw: -0.0";0;"2020-05-11 16:11:56";"studenth1Mh6F"
362;"grav_x: -0.68, grav_y: 0.04, grav_z: -0.73";"acc_x: 0.14, acc_y: 0.06, acc_z: 0.09";"rota_x: -1.11, rota_y: -0.68, rota_z: -1.24";"atti_roll: -0.8, atti_pitch: -0.0, atti_yaw: -0.2";0;"2020-05-11 16:11:56";"studentw0xss1"
363;"grav_x: -0.64, grav_y: -0.10, grav_z: -0.76";"acc_x: 0.02, acc_y: -0.09, acc_z: -0.16";"rota_x: -0.47, rota_y: 0.01, rota_z: 0.08";"atti_roll: -0.7, atti_pitch: 0.1, atti_yaw: -0.2";1;"2020-05-11 16:11:57";"student1QVdFg"
364;"grav_x: -0.67, grav_y: 0.14, grav_z: -0.72";"acc_x: 0.05, acc_y: 0.07, acc_z: -0.05";"rota_x: -0.34, rota_y: 0.00, rota_z: 0.03";"atti_roll: -0.8, atti_pitch: -0.1, atti_yaw: -0.7";0;"2020-05-11 16:11:57";"student6ma7Pb"
365;"grav_x: -0.77, grav_y: 0.26, grav_z: -0.58";"acc_x: 0.09, acc_y: -0.02, acc_z: 0.01";"rota_x: 1.09, rota_y: -1.58, rota_z: 1.27";"atti_roll: -0.9, atti_pitch: -0.3, atti_yaw: -0.4";0;"2020-05-11 16:11:58";"studentPlVdI1"
366;"grav_x: -0.00, grav_y: -0.72, grav_z: -0.69";"acc_x: -0.02, acc_y: 0.02, acc_z: 0.01";"rota_x: -0.06, rota_y: 0.14, rota_z: 0.01";"atti_roll: -0.0, atti_pitch: 0.8, atti_yaw: 0.0";0;"2020-05-11 16:12:06";"studentgIIlwJ"
367;"grav_x: -0.14, grav_y: -0.70, grav_z: -0.70";"acc_x: -0.04, acc_y: 0.01, acc_z: 0.08";"rota_x: -0.06, rota_y: 1.90, rota_z: -1.10";"atti_roll: -0.2, atti_pitch: 0.8, atti_yaw: -0.1";0;"2020-05-11 16:12:06";"student7rOhLS"
368;"grav_x: -0.77, grav_y: -0.59, grav_z: -0.23";"acc_x: 0.17, acc_y: -0.14, acc_z: -0.15";"rota_x: 1.58, rota_y: 2.36, rota_z: 0.29";"atti_roll: -1.3, atti_pitch: 0.6, atti_yaw: -0.0";1;"2020-05-11 16:12:07";"studentk0HlQG"
369;"grav_x: 0.03, grav_y: -0.34, grav_z: -0.94";"acc_x: 0.19, acc_y: 0.17, acc_z: -0.02";"rota_x: -1.03, rota_y: 0.64, rota_z: -0.88";"atti_roll: 0.0, atti_pitch: 0.3, atti_yaw: -0.3";0;"2020-05-11 16:12:07";"studentUtfYG6"
370;"grav_x: 0.28, grav_y: 0.02, grav_z: -0.96";"acc_x: -0.00, acc_y: -0.02, acc_z: -0.01";"rota_x: -0.96, rota_y: -0.66, rota_z: 0.08";"atti_roll: 0.3, atti_pitch: -0.0, atti_yaw: -0.4";0;"2020-05-11 16:12:08";"student5BXzdu"
371;"grav_x: 0.02, grav_y: 0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.01, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: -0.5";0;"2020-05-11 16:12:08";"studentJBrUKx"
372;"grav_x: 0.02, grav_y: 0.00, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: 0.01";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.0, atti_yaw: -0.5";0;"2020-05-11 16:12:09";"studentwexdfL"
373;"grav_x: 0.20, grav_y: 0.97, grav_z: -0.10";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.00, rota_z: -0.01";"atti_roll: 1.1, atti_pitch: -1.3, atti_yaw: 0.9";0;"2020-05-11 17:00:01";"studentQSOuXz"
374;"grav_x: 0.20, grav_y: 0.97, grav_z: -0.10";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.00, rota_z: -0.00";"atti_roll: 1.1, atti_pitch: -1.3, atti_yaw: 0.9";0;"2020-05-11 17:00:02";"student7aQRAd"
375;"grav_x: 0.06, grav_y: -0.37, grav_z: -0.93";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.01, rota_z: -0.04";"atti_roll: 0.1, atti_pitch: 0.4, atti_yaw: -0.0";0;"2020-05-11 17:00:05";"studentnNmIir"
376;"grav_x: 0.07, grav_y: -0.37, grav_z: -0.93";"acc_x: -0.00, acc_y: -0.01, acc_z: 0.01";"rota_x: -0.04, rota_y: 0.02, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: 0.4, atti_yaw: -0.0";0;"2020-05-11 17:00:06";"student8PbpVg"
377;"grav_x: 0.07, grav_y: -0.32, grav_z: -0.94";"acc_x: -0.01, acc_y: 0.00, acc_z: -0.02";"rota_x: -0.05, rota_y: 0.06, rota_z: 0.02";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: -0.0";0;"2020-05-11 17:00:06";"student07fqzM"
378;"grav_x: 0.07, grav_y: -0.31, grav_z: -0.95";"acc_x: -0.01, acc_y: 0.00, acc_z: 0.01";"rota_x: -0.06, rota_y: -0.02, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: 0.0";0;"2020-05-11 17:00:07";"studentCqt7RX"
379;"grav_x: 0.06, grav_y: -0.32, grav_z: -0.94";"acc_x: 0.09, acc_y: -0.04, acc_z: 0.02";"rota_x: -0.38, rota_y: -0.23, rota_z: -0.09";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: 0.0";0;"2020-05-11 17:00:07";"studentZVQeRY"
380;"grav_x: 0.09, grav_y: -0.27, grav_z: -0.96";"acc_x: 0.02, acc_y: 0.01, acc_z: -0.07";"rota_x: 0.03, rota_y: 0.01, rota_z: 0.26";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: 0.1";0;"2020-05-11 17:00:08";"studentPcPCE5"
381;"grav_x: -0.02, grav_y: -0.34, grav_z: -0.94";"acc_x: -0.05, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.25, rota_y: -0.05, rota_z: 0.07";"atti_roll: -0.0, atti_pitch: 0.3, atti_yaw: 0.2";0;"2020-05-11 17:00:08";"studentgo5kdD"
382;"grav_x: -0.03, grav_y: -0.41, grav_z: -0.91";"acc_x: 0.05, acc_y: 0.02, acc_z: -0.06";"rota_x: 0.06, rota_y: -0.26, rota_z: -0.18";"atti_roll: -0.0, atti_pitch: 0.4, atti_yaw: 0.2";0;"2020-05-11 17:00:09";"student2kznlK"
383;"grav_x: 0.01, grav_y: -0.51, grav_z: -0.86";"acc_x: 0.01, acc_y: 0.05, acc_z: 0.09";"rota_x: 0.37, rota_y: 0.31, rota_z: 0.03";"atti_roll: 0.0, atti_pitch: 0.5, atti_yaw: -0.0";0;"2020-05-11 17:00:09";"studentjdQjR0"
384;"grav_x: 0.09, grav_y: -0.45, grav_z: -0.89";"acc_x: 0.00, acc_y: -0.02, acc_z: -0.02";"rota_x: 0.02, rota_y: 0.09, rota_z: -0.23";"atti_roll: 0.1, atti_pitch: 0.5, atti_yaw: -0.1";0;"2020-05-11 17:00:10";"studentYBpW7z"
385;"grav_x: 0.17, grav_y: -0.52, grav_z: -0.84";"acc_x: 0.02, acc_y: -0.01, acc_z: 0.02";"rota_x: 0.15, rota_y: 0.32, rota_z: -0.10";"atti_roll: 0.2, atti_pitch: 0.5, atti_yaw: -0.1";0;"2020-05-11 17:00:10";"studentigyMOQ"
386;"grav_x: 0.27, grav_y: -0.54, grav_z: -0.80";"acc_x: -0.01, acc_y: 0.04, acc_z: 0.01";"rota_x: 0.31, rota_y: 0.35, rota_z: -0.39";"atti_roll: 0.3, atti_pitch: 0.6, atti_yaw: -0.2";0;"2020-05-11 17:00:11";"studenticZRuK"
387;"grav_x: 0.44, grav_y: -0.23, grav_z: -0.87";"acc_x: -0.04, acc_y: -0.08, acc_z: 0.28";"rota_x: -3.63, rota_y: 0.74, rota_z: 1.96";"atti_roll: 0.5, atti_pitch: 0.2, atti_yaw: 0.2";0;"2020-05-11 17:00:11";"studentgK5xIg"
388;"grav_x: 0.25, grav_y: 0.39, grav_z: -0.89";"acc_x: 0.10, acc_y: 0.13, acc_z: 0.06";"rota_x: 0.29, rota_y: -1.12, rota_z: 1.97";"atti_roll: 0.3, atti_pitch: -0.4, atti_yaw: 1.6";1;"2020-05-11 17:00:12";"student8L2dVS"
389;"grav_x: 0.08, grav_y: 0.24, grav_z: -0.97";"acc_x: 0.14, acc_y: 0.40, acc_z: 0.25";"rota_x: 2.32, rota_y: 1.17, rota_z: -3.52";"atti_roll: 0.1, atti_pitch: -0.2, atti_yaw: 1.2";0;"2020-05-11 17:00:12";"studentzlJpmj"
390;"grav_x: 0.28, grav_y: -0.66, grav_z: -0.69";"acc_x: -0.06, acc_y: 0.18, acc_z: -0.08";"rota_x: -0.80, rota_y: -1.31, rota_z: 0.07";"atti_roll: 0.4, atti_pitch: 0.7, atti_yaw: -0.1";1;"2020-05-11 17:00:15";"studentSlRjrQ"
391;"grav_x: 0.08, grav_y: -0.64, grav_z: -0.76";"acc_x: 0.03, acc_y: 0.00, acc_z: -0.02";"rota_x: -0.01, rota_y: -0.11, rota_z: -0.44";"atti_roll: 0.1, atti_pitch: 0.7, atti_yaw: -0.3";0;"2020-05-11 17:00:15";"student8jiWOT"
392;"grav_x: 0.10, grav_y: -0.62, grav_z: -0.78";"acc_x: -0.03, acc_y: 0.02, acc_z: -0.04";"rota_x: 0.16, rota_y: 0.31, rota_z: 0.07";"atti_roll: 0.1, atti_pitch: 0.7, atti_yaw: -0.4";0;"2020-05-11 17:00:16";"student5XJweB"
393;"grav_x: 0.10, grav_y: -0.50, grav_z: -0.86";"acc_x: -0.01, acc_y: 0.03, acc_z: 0.01";"rota_x: -0.00, rota_y: 0.36, rota_z: 0.32";"atti_roll: 0.1, atti_pitch: 0.5, atti_yaw: -0.3";0;"2020-05-11 17:00:16";"studentJBP0a6"
394;"grav_x: 0.15, grav_y: -0.38, grav_z: -0.91";"acc_x: 0.04, acc_y: 0.05, acc_z: -0.05";"rota_x: -0.13, rota_y: 0.96, rota_z: 1.88";"atti_roll: 0.2, atti_pitch: 0.4, atti_yaw: 0.5";0;"2020-05-11 17:00:17";"studentiwHSib"
395;"grav_x: 0.13, grav_y: -0.26, grav_z: -0.96";"acc_x: 0.05, acc_y: 0.11, acc_z: -0.04";"rota_x: -0.08, rota_y: -0.27, rota_z: -0.24";"atti_roll: 0.1, atti_pitch: 0.3, atti_yaw: 0.8";0;"2020-05-11 17:00:17";"studentwfaOHj"
396;"grav_x: 0.08, grav_y: -0.25, grav_z: -0.97";"acc_x: -0.01, acc_y: 0.03, acc_z: -0.00";"rota_x: 0.21, rota_y: -0.06, rota_z: -0.19";"atti_roll: 0.1, atti_pitch: 0.2, atti_yaw: 0.8";0;"2020-05-11 17:00:18";"studentct1AmG"
397;"grav_x: 0.08, grav_y: -0.24, grav_z: -0.97";"acc_x: -0.05, acc_y: 0.29, acc_z: 0.10";"rota_x: 0.10, rota_y: -0.03, rota_z: -0.15";"atti_roll: 0.1, atti_pitch: 0.2, atti_yaw: 0.7";0;"2020-05-11 17:00:18";"student4C0r85"
398;"grav_x: 0.06, grav_y: -0.20, grav_z: -0.98";"acc_x: -0.01, acc_y: 0.01, acc_z: 0.02";"rota_x: -0.28, rota_y: 0.03, rota_z: -0.15";"atti_roll: 0.1, atti_pitch: 0.2, atti_yaw: 0.7";0;"2020-05-11 17:00:19";"studentYtxdtp"
399;"grav_x: 0.03, grav_y: -0.16, grav_z: -0.99";"acc_x: 0.00, acc_y: 0.01, acc_z: 0.01";"rota_x: -0.01, rota_y: -0.08, rota_z: -0.05";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.6";0;"2020-05-11 17:00:19";"studentNeIvWI"
400;"grav_x: 0.02, grav_y: -0.16, grav_z: -0.99";"acc_x: 0.01, acc_y: 0.01, acc_z: 0.01";"rota_x: 0.05, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.6";0;"2020-05-11 17:00:20";"studenttGdyVm"
401;"grav_x: 0.01, grav_y: -0.16, grav_z: -0.99";"acc_x: 0.00, acc_y: -0.00, acc_z: 0.01";"rota_x: -0.01, rota_y: -0.02, rota_z: 0.04";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.6";0;"2020-05-11 17:00:20";"studentrzKysP"
402;"grav_x: 0.01, grav_y: -0.17, grav_z: -0.99";"acc_x: -0.01, acc_y: -0.01, acc_z: -0.01";"rota_x: -0.05, rota_y: 0.03, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.7";0;"2020-05-11 17:00:21";"studentp8BW5a"
403;"grav_x: 0.03, grav_y: -0.19, grav_z: -0.98";"acc_x: 0.01, acc_y: -0.04, acc_z: -0.02";"rota_x: -0.07, rota_y: 0.02, rota_z: 0.10";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.7";0;"2020-05-11 17:00:21";"studentBdaCc0"
404;"grav_x: -0.28, grav_y: 0.94, grav_z: 0.19";"acc_x: -0.04, acc_y: 0.06, acc_z: -0.02";"rota_x: -0.65, rota_y: 0.03, rota_z: 0.09";"atti_roll: -2.2, atti_pitch: -1.2, atti_yaw: -2.4";0;"2020-05-11 17:01:42";"studenthsLZt5"
405;"grav_x: -0.31, grav_y: 0.93, grav_z: 0.18";"acc_x: 0.02, acc_y: 0.03, acc_z: -0.12";"rota_x: 0.25, rota_y: 0.28, rota_z: -0.21";"atti_roll: -2.1, atti_pitch: -1.2, atti_yaw: -2.4";0;"2020-05-11 17:01:42";"studentR526pB"
406;"grav_x: -0.31, grav_y: 0.93, grav_z: 0.19";"acc_x: 0.13, acc_y: 0.01, acc_z: 0.00";"rota_x: 0.29, rota_y: 0.01, rota_z: 0.39";"atti_roll: -2.1, atti_pitch: -1.2, atti_yaw: -2.5";0;"2020-05-11 17:01:43";"student4e7qiZ"
407;"grav_x: -0.11, grav_y: 0.99, grav_z: 0.10";"acc_x: -0.03, acc_y: 0.13, acc_z: -0.01";"rota_x: -0.68, rota_y: -0.05, rota_z: 0.30";"atti_roll: -2.3, atti_pitch: -1.4, atti_yaw: -2.7";0;"2020-05-11 17:01:43";"studenteBH4I0"
408;"grav_x: -0.12, grav_y: 0.98, grav_z: 0.15";"acc_x: -0.03, acc_y: -0.28, acc_z: 0.19";"rota_x: -0.10, rota_y: -0.26, rota_z: -0.29";"atti_roll: -2.5, atti_pitch: -1.4, atti_yaw: -2.7";0;"2020-05-11 17:01:44";"studentZpy0Ma"
409;"grav_x: -0.11, grav_y: 0.99, grav_z: -0.00";"acc_x: -0.02, acc_y: -0.11, acc_z: 0.13";"rota_x: 1.00, rota_y: 0.59, rota_z: -0.08";"atti_roll: -1.6, atti_pitch: -1.5, atti_yaw: -1.9";0;"2020-05-11 17:01:44";"studentlV5Yxl"
410;"grav_x: -0.08, grav_y: 0.98, grav_z: 0.17";"acc_x: -0.06, acc_y: 0.01, acc_z: -0.08";"rota_x: -1.87, rota_y: -0.50, rota_z: 0.17";"atti_roll: -2.7, atti_pitch: -1.4, atti_yaw: -3.0";1;"2020-05-11 17:01:45";"studentKvDseT"
411;"grav_x: -0.16, grav_y: 0.93, grav_z: 0.34";"acc_x: 0.04, acc_y: 0.23, acc_z: -0.02";"rota_x: -0.08, rota_y: -0.24, rota_z: -0.17";"atti_roll: -2.7, atti_pitch: -1.2, atti_yaw: -3.1";0;"2020-05-11 17:01:45";"student9b7AVM"
412;"grav_x: -0.19, grav_y: 0.98, grav_z: 0.07";"acc_x: 0.08, acc_y: 0.13, acc_z: 0.12";"rota_x: 4.41, rota_y: -0.16, rota_z: -0.86";"atti_roll: -1.9, atti_pitch: -1.4, atti_yaw: -2.3";0;"2020-05-11 17:01:46";"student6w4ioj"
413;"grav_x: -0.29, grav_y: 0.67, grav_z: -0.68";"acc_x: -0.13, acc_y: 0.27, acc_z: 0.01";"rota_x: 3.39, rota_y: 0.10, rota_z: -0.49";"atti_roll: -0.4, atti_pitch: -0.7, atti_yaw: -0.8";0;"2020-05-11 17:01:46";"student8YhvlH"
414;"grav_x: -0.30, grav_y: 0.90, grav_z: -0.33";"acc_x: 0.08, acc_y: -0.15, acc_z: -0.06";"rota_x: -4.32, rota_y: -0.75, rota_z: 0.41";"atti_roll: -0.7, atti_pitch: -1.1, atti_yaw: -1.1";0;"2020-05-11 17:01:47";"studentjLzqUW"
