"id";"gravity";"acceleration";"rotation";"attitude";"fallenDown";"date";"studentId"
89;"grav_x: 0.01, grav_y: -0.61, grav_z: -0.79";"acc_x: 0.29, acc_y: -0.31, acc_z: -0.41";"rota_x: -1.88, rota_y: -1.32, rota_z: 0.89";"atti_roll: 0.0, atti_pitch: 0.7, atti_yaw: -0.1";1;"2020-05-11 15:58:33";"studenthRvrOH"
90;"grav_x: -0.37, grav_y: -0.11, grav_z: -0.92";"acc_x: 0.23, acc_y: -0.07, acc_z: 0.02";"rota_x: -0.90, rota_y: 0.98, rota_z: -0.12";"atti_roll: -0.4, atti_pitch: 0.1, atti_yaw: -0.8";0;"2020-05-11 15:58:34";"studenttnDVFW"
91;"grav_x: -0.16, grav_y: -0.55, grav_z: -0.82";"acc_x: -0.04, acc_y: -0.03, acc_z: -0.07";"rota_x: 0.31, rota_y: 0.24, rota_z: -0.93";"atti_roll: -0.2, atti_pitch: 0.6, atti_yaw: -0.9";0;"2020-05-11 15:58:34";"studentPpEuGL"
92;"grav_x: -0.27, grav_y: -0.88, grav_z: -0.40";"acc_x: 0.18, acc_y: 0.26, acc_z: 0.15";"rota_x: 2.17, rota_y: 1.48, rota_z: 1.48";"atti_roll: -0.6, atti_pitch: 1.1, atti_yaw: -0.3";0;"2020-05-11 15:58:35";"studentBU3d9m"
93;"grav_x: -0.28, grav_y: 0.02, grav_z: -0.96";"acc_x: -0.18, acc_y: -0.14, acc_z: 0.10";"rota_x: -0.20, rota_y: 2.92, rota_z: 2.66";"atti_roll: -0.3, atti_pitch: -0.0, atti_yaw: 0.9";0;"2020-05-11 15:58:35";"studentCS2gTQ"
94;"grav_x: -0.07, grav_y: 0.30, grav_z: -0.95";"acc_x: -0.01, acc_y: -0.07, acc_z: 0.31";"rota_x: 2.17, rota_y: 0.18, rota_z: 0.23";"atti_roll: -0.1, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:36";"studentPXvuNw"
95;"grav_x: 0.03, grav_y: 0.28, grav_z: -0.96";"acc_x: -0.00, acc_y: 0.03, acc_z: 0.02";"rota_x: 0.15, rota_y: 0.12, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";1;"2020-05-11 15:58:36";"studentnTlryC"
96;"grav_x: 0.04, grav_y: 0.25, grav_z: -0.97";"acc_x: -0.00, acc_y: -0.02, acc_z: -0.02";"rota_x: -0.22, rota_y: 0.01, rota_z: 0.09";"atti_roll: 0.0, atti_pitch: -0.2, atti_yaw: 0.9";0;"2020-05-11 15:58:37";"studentuOTA3O"
97;"grav_x: 0.03, grav_y: 0.26, grav_z: -0.96";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.18, rota_y: -0.02, rota_z: 0.03";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:37";"student22kvjb"
98;"grav_x: 0.04, grav_y: 0.27, grav_z: -0.96";"acc_x: -0.01, acc_y: -0.01, acc_z: 0.00";"rota_x: -0.06, rota_y: -0.01, rota_z: -0.02";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:38";"student0mNEOH"
99;"grav_x: 0.03, grav_y: 0.28, grav_z: -0.96";"acc_x: -0.01, acc_y: -0.01, acc_z: -0.00";"rota_x: -0.08, rota_y: 0.01, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:38";"student339GE5"
100;"grav_x: 0.04, grav_y: 0.31, grav_z: -0.95";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.01";"rota_x: -0.05, rota_y: 0.02, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:39";"studentCQpxj3"
101;"grav_x: 0.05, grav_y: 0.31, grav_z: -0.95";"acc_x: 0.01, acc_y: 0.00, acc_z: 0.00";"rota_x: 0.08, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:39";"studentgwL2eK"
102;"grav_x: 0.05, grav_y: 0.32, grav_z: -0.95";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: -0.02, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:40";"student3qW8oO"
103;"grav_x: 0.04, grav_y: 0.34, grav_z: -0.94";"acc_x: -0.01, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.03, rota_y: 0.05, rota_z: -0.04";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:40";"studentCLHZJH"
104;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.01, acc_y: 0.01, acc_z: -0.01";"rota_x: -0.03, rota_y: -0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:41";"studentRRx7SX"
105;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.01, acc_y: -0.02, acc_z: -0.00";"rota_x: -0.07, rota_y: -0.04, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:41";"studentzgpXzM"
106;"grav_x: 0.03, grav_y: 0.34, grav_z: -0.94";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.00, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:42";"student1aVvM1"
107;"grav_x: 0.03, grav_y: 0.33, grav_z: -0.94";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.02, rota_y: 0.01, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:42";"studentPTaDtc"
108;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.04, rota_y: 0.02, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:43";"student4la68i"
109;"grav_x: 0.05, grav_y: 0.32, grav_z: -0.95";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: 0.03, rota_y: 0.02, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:43";"studenttzoodA"
110;"grav_x: 0.05, grav_y: 0.32, grav_z: -0.95";"acc_x: -0.00, acc_y: -0.01, acc_z: -0.00";"rota_x: -0.05, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:44";"studentkBJkHO"
111;"grav_x: 0.05, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.02, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.1, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:44";"studentrUkSVH"
112;"grav_x: 0.04, grav_y: 0.34, grav_z: -0.94";"acc_x: -0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.02, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:45";"student3jW2Mi"
113;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.01, rota_y: 0.03, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:45";"studentTdJkOA"
114;"grav_x: 0.04, grav_y: 0.34, grav_z: -0.94";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.02, rota_y: -0.00, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:46";"studentH0RnRi"
115;"grav_x: 0.04, grav_y: 0.34, grav_z: -0.94";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: 0.01, rota_y: 0.00, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:46";"studentTDClWF"
116;"grav_x: 0.04, grav_y: 0.34, grav_z: -0.94";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: -0.01, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:47";"studentsoqmJj"
117;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: 0.02, rota_y: 0.01, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:47";"studentkF4XQt"
118;"grav_x: 0.05, grav_y: 0.32, grav_z: -0.95";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: 0.01, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:48";"student9TTG2Z"
119;"grav_x: 0.04, grav_y: 0.33, grav_z: -0.94";"acc_x: 0.00, acc_y: -0.01, acc_z: -0.01";"rota_x: -0.06, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:48";"studenttuc6zQ"
120;"grav_x: 0.03, grav_y: 0.33, grav_z: -0.94";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: 0.02, rota_y: 0.01, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:49";"studente6oXYR"
121;"grav_x: 0.03, grav_y: 0.34, grav_z: -0.94";"acc_x: -0.01, acc_y: 0.01, acc_z: -0.01";"rota_x: -0.04, rota_y: 0.02, rota_z: 0.08";"atti_roll: 0.0, atti_pitch: -0.3, atti_yaw: 0.9";0;"2020-05-11 15:58:49";"studentwKCg81"
122;"grav_x: -0.27, grav_y: 0.25, grav_z: -0.93";"acc_x: -0.01, acc_y: -0.05, acc_z: 0.18";"rota_x: -0.52, rota_y: -0.46, rota_z: -0.29";"atti_roll: -0.3, atti_pitch: -0.3, atti_yaw: 0.5";0;"2020-05-11 15:58:50";"studentss2UDH"
123;"grav_x: -0.11, grav_y: 0.42, grav_z: -0.90";"acc_x: 0.10, acc_y: -0.00, acc_z: -0.02";"rota_x: 0.06, rota_y: 0.03, rota_z: 0.86";"atti_roll: -0.1, atti_pitch: -0.4, atti_yaw: 0.6";0;"2020-05-11 15:58:50";"studenteUHy11"
124;"grav_x: -0.11, grav_y: 0.36, grav_z: -0.92";"acc_x: -0.01, acc_y: -0.01, acc_z: 0.02";"rota_x: 0.08, rota_y: 0.23, rota_z: 0.14";"atti_roll: -0.1, atti_pitch: -0.4, atti_yaw: 0.6";0;"2020-05-11 15:58:51";"studentbv3oS6"
125;"grav_x: -0.09, grav_y: 0.41, grav_z: -0.91";"acc_x: -0.00, acc_y: -0.03, acc_z: -0.00";"rota_x: -0.03, rota_y: 0.07, rota_z: 0.09";"atti_roll: -0.1, atti_pitch: -0.4, atti_yaw: 0.6";0;"2020-05-11 15:58:51";"studentxM5Nnf"
126;"grav_x: -0.04, grav_y: 0.41, grav_z: -0.91";"acc_x: 0.01, acc_y: 0.01, acc_z: 0.00";"rota_x: -0.03, rota_y: -0.03, rota_z: 0.02";"atti_roll: -0.0, atti_pitch: -0.4, atti_yaw: 0.6";0;"2020-05-11 15:58:52";"studentXYyAS1"
127;"grav_x: -0.04, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: 0.02, acc_z: -0.00";"rota_x: -0.05, rota_y: -0.03, rota_z: 0.03";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:52";"studentUpzQWS"
128;"grav_x: -0.04, grav_y: 0.45, grav_z: -0.89";"acc_x: -0.01, acc_y: 0.01, acc_z: -0.01";"rota_x: 0.01, rota_y: -0.01, rota_z: -0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:53";"studentzWehAF"
129;"grav_x: -0.03, grav_y: 0.45, grav_z: -0.89";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.01";"rota_x: 0.02, rota_y: -0.00, rota_z: 0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:53";"studentBw1oSC"
130;"grav_x: -0.02, grav_y: 0.45, grav_z: -0.90";"acc_x: 0.02, acc_y: 0.01, acc_z: 0.01";"rota_x: -0.03, rota_y: 0.01, rota_z: 0.05";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:54";"studentIUjXfi"
131;"grav_x: -0.02, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.03, rota_y: -0.02, rota_z: -0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:54";"student3mqF0O"
132;"grav_x: -0.02, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.01, rota_y: 0.02, rota_z: -0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:55";"studentDgegEL"
133;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.01, acc_y: -0.00, acc_z: 0.00";"rota_x: -0.01, rota_y: 0.01, rota_z: 0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:55";"studentu4S2R3"
134;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: 0.01, rota_z: 0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:56";"studentBK1iBu"
135;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: 0.00, rota_y: -0.01, rota_z: 0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:56";"studentaxLPHQ"
136;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: -0.01, rota_z: 0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:57";"studentag9eJ1"
137;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:57";"studentdQQ1mp"
138;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:58";"student1roBVc"
139;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: 0.01, rota_y: -0.01, rota_z: -0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:58";"student0AGf9V"
140;"grav_x: -0.01, grav_y: 0.44, grav_z: -0.90";"acc_x: -0.00, acc_y: 0.00, acc_z: -0.01";"rota_x: -0.02, rota_y: 0.01, rota_z: -0.00";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:59";"studentdPJzkl"
141;"grav_x: -0.00, grav_y: 0.44, grav_z: -0.90";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.01, rota_z: -0.01";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:58:59";"studentwk6jdR"
142;"grav_x: -0.00, grav_y: 0.45, grav_z: -0.89";"acc_x: -0.01, acc_y: 0.01, acc_z: -0.01";"rota_x: 0.00, rota_y: 0.07, rota_z: -0.18";"atti_roll: -0.0, atti_pitch: -0.5, atti_yaw: 0.7";0;"2020-05-11 15:59:00";"studentmzbfNM"
143;"grav_x: -0.45, grav_y: -0.03, grav_z: -0.89";"acc_x: 0.77, acc_y: -0.47, acc_z: 0.17";"rota_x: -10.43, rota_y: -4.34, rota_z: 4.80";"atti_roll: -0.5, atti_pitch: 0.0, atti_yaw: 0.7";0;"2020-05-11 15:59:00";"studentfwlboo"
144;"grav_x: -0.68, grav_y: -0.22, grav_z: -0.70";"acc_x: 0.21, acc_y: 0.18, acc_z: -0.04";"rota_x: -8.66, rota_y: -3.56, rota_z: 2.99";"atti_roll: -0.8, atti_pitch: 0.2, atti_yaw: 1.0";1;"2020-05-11 15:59:01";"studentb86wwH"
145;"grav_x: -0.52, grav_y: -0.07, grav_z: -0.85";"acc_x: 0.04, acc_y: -0.18, acc_z: -0.03";"rota_x: 0.23, rota_y: 0.50, rota_z: 0.69";"atti_roll: -0.5, atti_pitch: 0.1, atti_yaw: 0.0";0;"2020-05-11 15:59:45";"studentPn91l7"
146;"grav_x: -0.40, grav_y: -0.37, grav_z: -0.84";"acc_x: -0.12, acc_y: 0.33, acc_z: 0.44";"rota_x: -0.42, rota_y: 0.65, rota_z: -0.49";"atti_roll: -0.4, atti_pitch: 0.4, atti_yaw: 0.1";0;"2020-05-11 15:59:46";"studentAuDAIi"
147;"grav_x: -0.11, grav_y: -0.50, grav_z: -0.86";"acc_x: -0.20, acc_y: 0.37, acc_z: -0.04";"rota_x: 7.48, rota_y: 5.09, rota_z: 0.06";"atti_roll: -0.1, atti_pitch: 0.5, atti_yaw: 0.8";1;"2020-05-11 15:59:46";"student1TQiTj"
148;"grav_x: 0.15, grav_y: -0.65, grav_z: -0.74";"acc_x: 0.00, acc_y: -0.01, acc_z: 0.00";"rota_x: -0.04, rota_y: -0.13, rota_z: -0.07";"atti_roll: 0.2, atti_pitch: 0.7, atti_yaw: 0.8";0;"2020-05-11 15:59:47";"studentFA4YeO"
149;"grav_x: 0.02, grav_y: -0.24, grav_z: -0.97";"acc_x: -0.09, acc_y: 0.05, acc_z: 0.08";"rota_x: 2.02, rota_y: -0.31, rota_z: 0.22";"atti_roll: 0.0, atti_pitch: 0.2, atti_yaw: 0.9";0;"2020-05-11 15:59:47";"studentgLs3Oa"
150;"grav_x: -0.23, grav_y: 0.25, grav_z: -0.94";"acc_x: -0.13, acc_y: 0.20, acc_z: -0.13";"rota_x: 0.70, rota_y: -0.30, rota_z: 3.54";"atti_roll: -0.2, atti_pitch: -0.2, atti_yaw: 1.5";1;"2020-05-11 15:59:48";"studenth4ywnF"
151;"grav_x: 0.09, grav_y: 0.51, grav_z: -0.86";"acc_x: -0.14, acc_y: 0.08, acc_z: 0.02";"rota_x: -0.35, rota_y: 0.01, rota_z: -0.32";"atti_roll: 0.1, atti_pitch: -0.5, atti_yaw: 2.2";0;"2020-05-11 15:59:48";"studentVBRjKL"
152;"grav_x: 0.05, grav_y: 0.61, grav_z: -0.79";"acc_x: 0.20, acc_y: -0.26, acc_z: 0.05";"rota_x: -0.80, rota_y: 0.18, rota_z: -0.14";"atti_roll: 0.1, atti_pitch: -0.7, atti_yaw: 1.8";0;"2020-05-11 15:59:49";"studentV0IA7G"
153;"grav_x: 0.17, grav_y: 0.70, grav_z: -0.69";"acc_x: 0.02, acc_y: 0.03, acc_z: -0.05";"rota_x: -0.39, rota_y: -0.27, rota_z: 0.56";"atti_roll: 0.2, atti_pitch: -0.8, atti_yaw: 2.2";0;"2020-05-11 15:59:49";"studentSWJIzR"
154;"grav_x: 0.16, grav_y: 0.69, grav_z: -0.70";"acc_x: -0.06, acc_y: 0.00, acc_z: -0.02";"rota_x: 0.65, rota_y: -0.18, rota_z: 0.17";"atti_roll: 0.2, atti_pitch: -0.8, atti_yaw: 2.4";0;"2020-05-11 15:59:50";"studentwWVSH4"
155;"grav_x: -0.68, grav_y: -0.55, grav_z: -0.49";"acc_x: 0.21, acc_y: -0.55, acc_z: 0.21";"rota_x: -2.72, rota_y: -1.51, rota_z: 2.30";"atti_roll: -0.9, atti_pitch: 0.6, atti_yaw: 0.3";0;"2020-05-11 15:59:58";"studentn25OhA"
156;"grav_x: -0.88, grav_y: 0.01, grav_z: -0.48";"acc_x: -0.07, acc_y: -0.01, acc_z: 0.08";"rota_x: 2.94, rota_y: -0.05, rota_z: -0.66";"atti_roll: -1.1, atti_pitch: -0.0, atti_yaw: 0.0";0;"2020-05-11 15:59:58";"student9oeTDV"
157;"grav_x: -0.84, grav_y: -0.14, grav_z: -0.53";"acc_x: 0.07, acc_y: -0.11, acc_z: -0.09";"rota_x: -0.50, rota_y: 1.36, rota_z: 0.89";"atti_roll: -1.0, atti_pitch: 0.1, atti_yaw: 0.6";0;"2020-05-11 15:59:59";"studenthBdeo4"
158;"grav_x: -0.35, grav_y: 0.12, grav_z: -0.93";"acc_x: 0.02, acc_y: 0.05, acc_z: 0.01";"rota_x: -0.57, rota_y: 0.43, rota_z: 1.39";"atti_roll: -0.4, atti_pitch: -0.1, atti_yaw: 1.1";0;"2020-05-11 15:59:59";"studenttYTnqx"
159;"grav_x: 0.15, grav_y: -0.47, grav_z: -0.87";"acc_x: 0.02, acc_y: 0.02, acc_z: -0.01";"rota_x: 0.05, rota_y: -0.03, rota_z: 0.03";"atti_roll: 0.2, atti_pitch: 0.5, atti_yaw: -0.0";0;"2020-05-11 16:00:18";"studentwtbvJP"
160;"grav_x: 0.07, grav_y: -0.42, grav_z: -0.90";"acc_x: -0.01, acc_y: -0.00, acc_z: 0.02";"rota_x: 0.09, rota_y: 0.03, rota_z: 0.01";"atti_roll: 0.1, atti_pitch: 0.4, atti_yaw: -0.0";0;"2020-05-11 16:00:19";"studentBQayPI"
161;"grav_x: 0.08, grav_y: -0.51, grav_z: -0.85";"acc_x: -0.08, acc_y: 0.01, acc_z: 0.03";"rota_x: 0.16, rota_y: -0.03, rota_z: -0.32";"atti_roll: 0.1, atti_pitch: 0.5, atti_yaw: -0.1";0;"2020-05-11 16:00:19";"student36L2rZ"
162;"grav_x: 0.15, grav_y: -0.61, grav_z: -0.78";"acc_x: -0.02, acc_y: 0.00, acc_z: -0.03";"rota_x: 0.64, rota_y: 0.12, rota_z: -0.26";"atti_roll: 0.2, atti_pitch: 0.7, atti_yaw: -0.3";0;"2020-05-11 16:00:20";"studentjAp90p"
163;"grav_x: 0.39, grav_y: -0.73, grav_z: -0.57";"acc_x: 0.01, acc_y: 0.02, acc_z: 0.04";"rota_x: 0.22, rota_y: 0.10, rota_z: -0.14";"atti_roll: 0.6, atti_pitch: 0.8, atti_yaw: -0.5";0;"2020-05-11 16:00:20";"student76lSRl"
164;"grav_x: 0.38, grav_y: -0.72, grav_z: -0.57";"acc_x: -0.01, acc_y: -0.03, acc_z: 0.06";"rota_x: -0.34, rota_y: -0.15, rota_z: -0.02";"atti_roll: 0.6, atti_pitch: 0.8, atti_yaw: -0.6";0;"2020-05-11 16:00:21";"studentMFYxlz"
165;"grav_x: 0.39, grav_y: -0.67, grav_z: -0.63";"acc_x: 0.01, acc_y: -0.00, acc_z: 0.01";"rota_x: -0.28, rota_y: 0.04, rota_z: -0.04";"atti_roll: 0.6, atti_pitch: 0.7, atti_yaw: -0.5";0;"2020-05-11 16:00:21";"studentYlNsKc"
166;"grav_x: 0.40, grav_y: -0.59, grav_z: -0.70";"acc_x: -0.01, acc_y: 0.02, acc_z: 0.01";"rota_x: 0.01, rota_y: -0.06, rota_z: -0.01";"atti_roll: 0.5, atti_pitch: 0.6, atti_yaw: -0.4";0;"2020-05-11 16:00:22";"studentBtwZq7"
167;"grav_x: -0.01, grav_y: -0.14, grav_z: -0.99";"acc_x: -0.11, acc_y: 0.20, acc_z: -0.04";"rota_x: -0.45, rota_y: -0.48, rota_z: 1.61";"atti_roll: -0.0, atti_pitch: 0.1, atti_yaw: 0.1";0;"2020-05-11 16:00:22";"studentd2lD9B"
168;"grav_x: 0.05, grav_y: -0.13, grav_z: -0.99";"acc_x: 0.09, acc_y: -0.19, acc_z: -0.21";"rota_x: -0.22, rota_y: 0.12, rota_z: 0.33";"atti_roll: 0.1, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:23";"studentF5MNxl"
169;"grav_x: 0.03, grav_y: -0.08, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.01, acc_z: 0.01";"rota_x: -0.03, rota_y: -0.01, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:23";"studentLCXWKV"
170;"grav_x: 0.04, grav_y: -0.07, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: 0.01";"rota_x: 0.00, rota_y: 0.03, rota_z: -0.01";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:24";"studentMVYYqk"
171;"grav_x: 0.03, grav_y: -0.07, grav_z: -1.00";"acc_x: 0.00, acc_y: -0.00, acc_z: -0.01";"rota_x: -0.00, rota_y: -0.01, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:24";"studentRmXgqg"
172;"grav_x: 0.03, grav_y: -0.06, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: 0.00";"rota_x: -0.02, rota_y: -0.01, rota_z: 0.01";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:25";"studentlMSwiD"
173;"grav_x: 0.03, grav_y: -0.06, grav_z: -1.00";"acc_x: -0.00, acc_y: 0.01, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:25";"studentZB95i8"
174;"grav_x: 0.03, grav_y: -0.06, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.00, rota_y: 0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:26";"studentPHJmP3"
175;"grav_x: 0.03, grav_y: -0.06, grav_z: -1.00";"acc_x: 0.00, acc_y: 0.00, acc_z: 0.00";"rota_x: -0.02, rota_y: -0.00, rota_z: 0.00";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:26";"studentuJa9Xo"
176;"grav_x: 0.03, grav_y: -0.06, grav_z: -1.00";"acc_x: -0.00, acc_y: -0.00, acc_z: -0.00";"rota_x: -0.01, rota_y: 0.00, rota_z: -0.00";"atti_roll: 0.0, atti_pitch: 0.1, atti_yaw: 0.3";0;"2020-05-11 16:00:27";"studentI3Kxlu"
